teamId,teamName,teamNick,teamShort,teamPrimaryColor,teamSecondaryColor,teamThirdColor,teamFoundDate,teamStatus,teamExternalId,teamLogoUrl,competitionName,competitionId,sponsorName,sponsorId,phaseName,phaseId,groupName,groupId,seasonName,seasonId
81f8a6dd-9969-43e6-a504-9c485e54c5b4,Sokol Katowice,Katowice,SKW,,,,,Active,SKW,https://drive.google.com/uc?export=view&id=1Wm8KW9zfKmaorwNuD6GThcZx1Du3wcCV,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
16c703a6-d8a0-4325-ac21-04866f84507f,MillePattes de Colombes,Colombes,MIL,,,,,Active,MIL,https://drive.google.com/uc?export=view&id=1iYBzo4TCQ5NQ42wJ6mp9Hcf8GPUjJAQ_,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
ddef06e1-1a37-460a-9b1f-5eaf753dbc87,HC Kosti,Kosti,KOS,,,,,Active,KOS,https://drive.google.com/thumbnail?id=1yhsW3msPl1CeNU0L0nJwwUtYrh58FpzV,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
ac0b5139-74d1-462e-9b04-0d5301a4165c,HC Sršni Praha,Sršni,SRS,,,,,Active,SRS,https://drive.google.com/uc?export=view&id=19ce7D8pvoF2XgBzm1DAVSFBF3B7tl2No,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
1fd0f154-5c2c-4a3e-bb0c-9d49f0e757ca,Pross Sport Superheroes,Superheroes,SHS,,,,,Active,SHS,https://drive.google.com/uc?export=view&id=13cwNy11yiEJ6NXgoLX4f3UnYSZCELOfx,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
59ecde05-fe50-4c3e-a782-6a717ef95f51,Elite Hockey TC,Elite,EHT,,,,,Active,EHT,https://drive.google.com/thumbnail?id=1XvxS87bgkW47VFZxWtkbXI3gg-HGROf0,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
c0ff6d19-2b34-491c-8846-faa1a7c373d6,Prague Wolfpack,Wolfpack,PWP,,,,,Active,PWP,https://drive.google.com/uc?export=view&id=1i2QdkQGKoGoliOqmGyK4dVP0LOR5bmUs,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7cd9d71c-d10a-43f2-a94b-e8e7accfd8f2,HC Alligators,Alligators,ALI,,,,,Active,ALI,https://drive.google.com/uc?export=view&id=1J5LHCrBk8R2mFn9POsiCEi9P5k2suDYw,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
d13fc64e-b7d2-45c9-9eaa-05533c4672e1,Ice Spiders,Spiders,ICE,,,,,Active,ICE,https://drive.google.com/uc?export=view&id=1jYReReH8Zud1dgPqfxCiuI5xlLNQ6Zl_,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
a40fdf29-0b75-4caf-8ee2-05a05e9d8b99,HC Žraloci,Žraloci,ZRA,,,,,Active,ZRA,https://drive.google.com/uc?export=view&id=1opMI90nmu2cywTy9dnz8rPv89x6OKQDU,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
9072afd0-f46b-4655-9a19-11658f2a390b,Hokejové Tréninky Praha B,Tréninky B,HTB,,,,,Active,HTB,https://drive.google.com/uc?export=view&id=1ujKCy_Bea60CbD0GZjcJ4pdwH61dFFJR,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
b592ba44-a43a-4972-9793-87ae617c9f6e,Hokejové Tréninky.CZ,HT CZ,HTC,,,,,Active,HTC,https://drive.google.com/uc?export=view&id=1W_JKVO_WmhaabZED003eS8CaLnT5LKIm,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7973d5a7-0df3-4175-9cde-e430dcb9b657,HC Car-Back,Car-Back,CAR,,,,,Active,CAR,https://drive.google.com/uc?export=view&id=1KtykI34u94zu395q8AZNIy6MBSIRgogr,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
4e29553d-b539-45f7-8207-eb6f9fe27162,HC NP Černošice,NP,NPC,,,,,Active,NPC,https://drive.google.com/uc?export=view&id=1Vn-ooehW7mdOIDTPGiz5a-Pv6FJsTvdx,Pražská liga ledního hokeje,eb28fe84-b963-4058-9af2-ad86764210ed,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
069f49cc-2d6e-40a9-91bf-8ec4acf8ca6a,HC Traverzáci,Traverzáci,TRZ,,,,,Active,TRZ,https://drive.google.com/thumbnail?id=1l4IiySY46zuJ2lNcjPJkIBs_gIxRZX8L,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
2fa89c63-2362-4e49-9ee1-43ff4a09282f,SK Chemie VŠCHT Praha,VŠCHT,CHE,,,,,Active,CHE,https://drive.google.com/thumbnail?id=17xcsjLwLm7XrUrLZw4kbQUFV5tKgQCIv,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
e265a7fa-f12f-427d-9250-3bfccbff4bef,HC Papoušci,Papoušci,PAP,,,,,Active,PAP,https://drive.google.com/thumbnail?id=1IU3EaSkdNALGDrYaYCB4nYizaajtak80,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Klasická Divize,8197ca60-361d-4515-8208-e51d50aab9fc,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
07d3460b-945d-41de-921f-0a18cab4334e,HC Šneci Říčany,Šneci,SNE,,,,,Active,SNE,https://drive.google.com/thumbnail?id=1dGm3UN1dWDUddkkfAG5HE7Fgjy7NGPj4,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
9c09c3cd-986c-4fb3-b8b4-cb351cfdbef3,Prague Superboys,Superboys,SBS,,,,,Active,SBS,https://drive.google.com/thumbnail?id=1lUvj3AWT8-UcgD11_7LZKYnblQO9mA4t,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
7f408b69-f0d5-40ee-84f5-8cabea1efd12,Prague Pigeons,Pigeons,PRP,,,,,Active,PRP,https://drive.google.com/thumbnail?id=1sUsvWmGADsfMtz0JUCnFuDIl_26V6kvX,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
dc582553-2c16-4f06-b189-389e889177f1,HC Strojaři ATTL,ATTL,ATT,,,,,Active,ATT,https://drive.google.com/thumbnail?id=1N2KQMHM0XT-w_u7bJQ_P6IevFgCO_F7v,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
e036fad9-60e7-4bd3-8964-4d170d3ce781,Hc Slavoj Zbraslav,Zrbraslav,SLZ,,,,,Active,SLZ,https://drive.google.com/thumbnail?id=1Bo8SH0ZRa2vPwNU2as9WuOjZcT7lXFH9,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Top Divize,b7b4f7e3-9e44-42c0-bdf8-71cfd5592373,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
6237af15-d66e-409f-98f3-7c143d59aa1d,HC Baletky,Baletky,BAL,,,,,Active,BAL,https://drive.google.com/thumbnail?id=1TlSdSyn2hyeOFno-HY5KrQFcp_wlYgCL,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
1f80fdba-3dc1-4f77-87d7-905add68b1a3,HC Žraloci B,Žraloci B,ZRB,,,,,Active,ZRB,https://drive.google.com/uc?export=view&id=1opMI90nmu2cywTy9dnz8rPv89x6OKQDU,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
bd6d1d09-9be7-4d43-aa42-da729e10ff8f,HC Kosti B,Kosti B,KOB,,,,,Active,KOB,https://drive.google.com/thumbnail?id=1yhsW3msPl1CeNU0L0nJwwUtYrh58FpzV,PHM Cup,c7c0bb15-5d29-415d-851e-5d777c6cc621,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Základní část,9933480b-989b-4253-8127-137a9174d8d3,Hobby Divize,b172426f-aa89-4d0a-a17a-5861a97311ac,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548
df4d088d-c40c-46de-a8b0-f5c134b65453,Undefined,Undefined,UND,,,,,,,,Undefined,b1325f2d-3d0b-4f63-b5ec-b72714d4137e,Undefined,c33154e3-35f6-4114-86d0-8769b44c443b,Undefined,48259c04-72e0-4088-8fbf-e10baf0a378d,Undefined,f0ab8eb3-e99d-4b96-ab52-176d18660529,Undefined,f779721e-70e3-4a58-8f24-3576566328a7
