metaHistoryId,playerId,playerName,playerExternalId,teamName,teamId,seasonName,seasonId,competitionId,metaRating,metaLineups,metaScoredGoals,metaAssists,metaPoints,metaPenalties,metaStars,metaAllowedGoals,metaPercentage,metaFacedShots,metaShutOuts,metaAverage
844b7168-6aa7-4214-84a0-8ea52ebd715a,e565bd99-ee1e-494a-902a-611ddb2ef26e,David Hadáček,18017,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1973,3.3,5,7,5,12,0,2,0,0,0,0,0
da0ecf8b-3c6b-469f-b9ce-bdc4ced440ac,e565bd99-ee1e-494a-902a-611ddb2ef26e,David Hadáček,18017,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1974,3.3,20,10,8,18,2,3,0,0,0,0,0
eb3e2d86-5a94-4285-95ed-a45e7c789006,e565bd99-ee1e-494a-902a-611ddb2ef26e,David Hadáček,18017,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc1975,3.3,14,4,4,8,2,2,0,0,0,0,
c287eace-11c9-4762-8fcf-d867e5f1f659,e565bd99-ee1e-494a-902a-611ddb2ef26e,David Hadáček,18017,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc1976,,10,7,2,9,0,,,,,,
84f84381-7173-4a01-8f18-a41d72fa3b52,e565bd99-ee1e-494a-902a-611ddb2ef26e,David Hadáček,18017,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc1977,,,,,,,,,,,,
c50a8e7a-579e-46e7-9935-a438870fccff,d401fb45-214b-457b-8777-a497a7983980,Roman Príhoda,18018,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1978,2,0,0,0,0,0,0,0,0,0,0,
0746942e-2d0c-46f5-9887-d0f4b0764089,d401fb45-214b-457b-8777-a497a7983980,Roman Príhoda,18018,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1979,2,19,0,0,0,0,2,141,78.82882883,666,0,7.421052632
1e391441-abe6-46ca-a520-37ede192a11b,d401fb45-214b-457b-8777-a497a7983980,Roman Príhoda,18018,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc1980,2,9,0,0,0,0,0,119,70.90464548,409,0,
2579f4e9-1dfe-4a55-8a02-6947db29c707,d401fb45-214b-457b-8777-a497a7983980,Roman Príhoda,18018,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc1981,,10,0,0,0,2,,,,,,
86454a9b-56cc-4cc6-b5dc-24ce08426bbc,d401fb45-214b-457b-8777-a497a7983980,Roman Príhoda,18018,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc1982,,,,,,,,,,,,
68f6551d-6b10-4794-bd20-b2e953c1ad00,134b524e-3719-4533-83fb-886c860e96b5,Michal Medvíď,18019,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1983,1.8,4,0,2,2,4,0,0,0,0,0,0
b49646c2-b2b3-4a1a-986f-a363e39fdc88,134b524e-3719-4533-83fb-886c860e96b5,Michal Medvíď,18019,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1984,1.8,18,0,1,1,6,0,0,0,0,0,0
a610a7c0-e686-4b81-a234-18105317c582,134b524e-3719-4533-83fb-886c860e96b5,Michal Medvíď,18019,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc1985,1.8,4,0,1,1,2,0,0,0,0,0,
317d10e3-c036-45f7-814a-5ff7002b0a5b,134b524e-3719-4533-83fb-886c860e96b5,Michal Medvíď,18019,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc1986,,8,0,1,1,0,,,,,,
422ebfec-06ef-4fc2-a307-6503e084de69,134b524e-3719-4533-83fb-886c860e96b5,Michal Medvíď,18019,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc1987,,,,,,,,,,,,
bad52894-bfbf-479c-9c42-b6a5fde760e6,952d7455-3133-4a76-b421-0d29f64903f5,Petr Janík,18020,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1988,2.1,0,0,0,0,0,0,0,0,0,0,
2cf9582b-3608-48d2-a5fc-c591202bc330,952d7455-3133-4a76-b421-0d29f64903f5,Petr Janík,18020,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1989,2.1,0,0,0,0,0,0,0,0,0,0,
55bdc079-4561-4616-84ea-9350f688c33c,952d7455-3133-4a76-b421-0d29f64903f5,Petr Janík,18020,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc1990,2.1,0,0,0,0,0,0,0,0,0,0,
16033e45-da2f-4c37-96a7-08b81b1d0bdd,952d7455-3133-4a76-b421-0d29f64903f5,Petr Janík,18020,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc1991,,1,0,0,0,0,,,,,,
54dcdc52-c79d-4e11-9497-5fca74974ea3,952d7455-3133-4a76-b421-0d29f64903f5,Petr Janík,18020,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc1992,,,,,,,,,,,,
14ca3521-a559-4082-8357-2bf466c7979d,633b5ef9-8ef7-4b78-aa4b-4d3924b6e2f2,Jiří Krejča,18086,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1993,3.1,5,5,8,13,0,0,0,0,0,0,0
5e79d3ea-f97f-449f-a20c-d9631f986711,633b5ef9-8ef7-4b78-aa4b-4d3924b6e2f2,Jiří Krejča,18086,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1994,3.1,15,6,8,14,6,1,0,0,0,0,0
8a8f3376-f3c1-4a80-9878-e3965e32fa8c,633b5ef9-8ef7-4b78-aa4b-4d3924b6e2f2,Jiří Krejča,18086,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc1995,3.1,7,3,0,3,0,0,0,0,0,0,
1d81adee-3340-4ea5-9f2b-190dbfedfc5d,633b5ef9-8ef7-4b78-aa4b-4d3924b6e2f2,Jiří Krejča,18086,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc1996,,5,3,6,9,0,,,,,,
cf6f55dc-5903-47ba-a268-5761c280f40f,633b5ef9-8ef7-4b78-aa4b-4d3924b6e2f2,Jiří Krejča,18086,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc1997,,,,,,,,,,,,
cf921816-7b39-447e-a276-415a68eee936,24318f25-6bf8-437e-9720-f771365d81f0,Ladislav Poncar,18087,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc1998,2.6,0,0,0,0,0,0,0,0,0,0,
8df194cf-581b-4dca-8994-cff2ddf5ce8d,24318f25-6bf8-437e-9720-f771365d81f0,Ladislav Poncar,18087,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc1999,2.6,1,1,0,1,0,0,0,0,0,0,0
31bdc2fd-1e8e-47be-a5ff-c7e370e8f999,24318f25-6bf8-437e-9720-f771365d81f0,Ladislav Poncar,18087,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2000,2.6,2,0,0,0,2,0,0,0,0,0,
d0cbb81c-573e-4fb7-9321-640507d82e0e,24318f25-6bf8-437e-9720-f771365d81f0,Ladislav Poncar,18087,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2001,,5,1,1,2,0,,,,,,
5334fb34-9d8f-41e5-a278-1357c5f7ebce,24318f25-6bf8-437e-9720-f771365d81f0,Ladislav Poncar,18087,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2002,,,,,,,,,,,,
c14949b7-8ece-48fe-8505-d04c713b9222,48cbf1d7-bf0d-4d28-b404-5480f63f4904,Martin Koblasa,18088,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2003,2.6,0,0,0,0,0,0,0,0,0,0,
9ba36f72-33bd-4202-900b-8993eff88741,48cbf1d7-bf0d-4d28-b404-5480f63f4904,Martin Koblasa,18088,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2004,2.6,0,0,0,0,0,0,0,0,0,0,
51d0c89b-6904-4c8f-a9b3-4e7045c4c035,48cbf1d7-bf0d-4d28-b404-5480f63f4904,Martin Koblasa,18088,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2005,2.6,0,0,0,0,0,0,0,0,0,0,
a1e52373-2547-4c19-85b9-8029f54a4458,48cbf1d7-bf0d-4d28-b404-5480f63f4904,Martin Koblasa,18088,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2006,,1,1,0,1,0,,,,,,
fb1a0000-8ffd-4896-8081-373ab74869c4,48cbf1d7-bf0d-4d28-b404-5480f63f4904,Martin Koblasa,18088,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2007,,,,,,,,,,,,
72d86a78-ecd0-473d-b10a-fe365de602fc,ecd5322a-357b-40a9-b1eb-ad6135c9db5e,Jiří Stejskal,18089,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2008,1.8,,,,,,,,,,,
98f83f19-e4e6-4f56-adfd-19a9b94406f1,ecd5322a-357b-40a9-b1eb-ad6135c9db5e,Jiří Stejskal,18089,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2009,1.8,,,,,,,,,,,
a89ea32f-19c0-4357-a573-57b9f637e085,ecd5322a-357b-40a9-b1eb-ad6135c9db5e,Jiří Stejskal,18089,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2010,1.8,1,0,0,0,0,0,0,0,0,0,
56d8a5b6-b04c-4a39-ac1d-adfee9d008b4,ecd5322a-357b-40a9-b1eb-ad6135c9db5e,Jiří Stejskal,18089,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2011,,2,0,0,0,0,,,,,,
4d240b69-4fb7-419b-9956-b86059ef86a8,ecd5322a-357b-40a9-b1eb-ad6135c9db5e,Jiří Stejskal,18089,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2012,,,,,,,,,,,,
a9ec6ca8-8fff-4414-82ba-bf4be896d395,78105ed1-3964-48a9-9022-3dc06d95f49f,Robert Jirman,18090,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2013,3.3,2,3,2,5,2,0,0,0,0,0,0
ded8f9dd-2e9b-4306-87e8-95f19fb047c9,78105ed1-3964-48a9-9022-3dc06d95f49f,Robert Jirman,18090,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2014,3.3,13,9,4,13,2,2,0,0,0,0,0
c2f8a9af-4f38-4bc1-aec2-fa3d3ee844ed,78105ed1-3964-48a9-9022-3dc06d95f49f,Robert Jirman,18090,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2015,3.3,10,6,0,6,2,2,0,0,0,0,
3ef329cf-cc17-48d2-b7b0-56e785cc61c6,78105ed1-3964-48a9-9022-3dc06d95f49f,Robert Jirman,18090,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2016,,7,8,1,9,2,,,,,,
78b1c0d0-f6c1-4dd0-8cd3-ca43d48a3350,78105ed1-3964-48a9-9022-3dc06d95f49f,Robert Jirman,18090,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2017,,,,,,,,,,,,
3a672019-7fc5-4d20-96db-f2611479436f,ac114251-b66f-48fd-b523-2652f440fa9f,Lukáš Szabó,18091,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2018,3.6,0,0,0,0,0,0,0,0,0,0,
bc70e437-2798-4130-be9f-a9f879653fb2,ac114251-b66f-48fd-b523-2652f440fa9f,Lukáš Szabó,18091,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2019,3.6,0,0,0,0,0,0,0,0,0,0,
99443735-4b2d-44e5-b153-f31fb66b3940,ac114251-b66f-48fd-b523-2652f440fa9f,Lukáš Szabó,18091,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2020,3.6,0,0,0,0,0,0,0,0,0,0,
190b9cc8-d6ce-4968-8ecf-c09faab79207,ac114251-b66f-48fd-b523-2652f440fa9f,Lukáš Szabó,18091,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2021,,1,0,0,0,0,,,,,,
a644d00c-7047-480f-a590-b095b2e0b415,ac114251-b66f-48fd-b523-2652f440fa9f,Lukáš Szabó,18091,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2022,,,,,,,,,,,,
ef37a10d-d114-4c6f-b174-d25e60f3b27f,68415d62-35ee-483c-8f68-4555c899e791,Stanislav Ptáček,18092,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2023,2.7,,,,,,,,,,,
c8887cf1-f371-4052-afb0-06555a50f2d4,68415d62-35ee-483c-8f68-4555c899e791,Stanislav Ptáček,18092,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2024,2.7,,,,,,,,,,,
23a635e9-5d04-4ca4-beea-835aee2a8c5f,68415d62-35ee-483c-8f68-4555c899e791,Stanislav Ptáček,18092,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2025,2.7,3,0,0,0,2,0,0,0,0,0,
79e85710-fc40-4beb-8372-a8a36b59d9f3,68415d62-35ee-483c-8f68-4555c899e791,Stanislav Ptáček,18092,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2026,,9,2,2,4,2,,,,,,
b2a0bc02-52cf-4315-91b3-d3f40645a6bf,68415d62-35ee-483c-8f68-4555c899e791,Stanislav Ptáček,18092,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2027,,,,,,,,,,,,
47ed2a5f-8990-4c43-a336-3c0a18d56e02,3c58b4d5-75a6-4e63-a1ad-49d740e7ce83,Alexej Kazakov,18093,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2028,2.5,,,,,,,,,,,
65d295e0-706f-40ed-b91b-cd738a2cf511,3c58b4d5-75a6-4e63-a1ad-49d740e7ce83,Alexej Kazakov,18093,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2029,2.5,,,,,,,,,,,
837b78aa-d045-4143-8e40-7e033ac19bca,3c58b4d5-75a6-4e63-a1ad-49d740e7ce83,Alexej Kazakov,18093,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2030,2.5,0,0,0,0,0,0,0,0,0,0,
855ab213-296b-4e16-9818-a91b896c4aa9,3c58b4d5-75a6-4e63-a1ad-49d740e7ce83,Alexej Kazakov,18093,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2031,,1,4,0,4,0,,,,,,
59984879-63aa-45d0-a71b-9175d874825a,3c58b4d5-75a6-4e63-a1ad-49d740e7ce83,Alexej Kazakov,18093,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2032,,,,,,,,,,,,
f9d8db28-3cc4-45e0-a105-ac8bd4c802c9,1a9a0500-95c2-44ca-9d45-43c70069a7a1,Patrik Schaver,18143,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2033,1.5,,,,,,,,,,,
0c5f116e-11cd-4106-835f-dfa0398de52d,1a9a0500-95c2-44ca-9d45-43c70069a7a1,Patrik Schaver,18143,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2034,1.5,,,,,,,,,,,
ebc987b0-9d16-4128-abdf-ba2a4ea1a109,1a9a0500-95c2-44ca-9d45-43c70069a7a1,Patrik Schaver,18143,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2035,1.5,0,0,0,0,0,0,5,0,0,0,
deb78126-9081-41ac-8eeb-c761eb3ba869,1a9a0500-95c2-44ca-9d45-43c70069a7a1,Patrik Schaver,18143,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2036,,1,0,0,0,0,,,,,,
c73aca07-a884-4743-878a-4c0822150d6d,1a9a0500-95c2-44ca-9d45-43c70069a7a1,Patrik Schaver,18143,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2037,,,,,,,,,,,,
8ab2a705-b7d3-49df-a93f-8500a5e4e49e,1493ae7b-db63-4c50-97e0-39b015423676,Petr Kadlec,19131,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2038,1.8,,,,,,,,,,,
a987889b-436b-4d43-9c31-86da83c31a26,1493ae7b-db63-4c50-97e0-39b015423676,Petr Kadlec,19131,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2039,1.8,,,,,,,,,,,
cf34e951-0712-47fb-9be9-478218116c28,1493ae7b-db63-4c50-97e0-39b015423676,Petr Kadlec,19131,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2040,1.8,0,0,0,0,0,0,0,0,0,0,
603fa066-1eb6-4e18-998d-041ba5a0fbb4,1493ae7b-db63-4c50-97e0-39b015423676,Petr Kadlec,19131,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2041,,1,0,0,0,0,,,,,,
f2cb07cf-f735-46db-aa5d-aed3f4aa7143,1493ae7b-db63-4c50-97e0-39b015423676,Petr Kadlec,19131,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2042,,,,,,,,,,,,
48bc156d-0328-42eb-ab21-f48034359e2e,8d74ecd8-e9e2-411b-8d07-368b233f264f,Michal Šefl,18169,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2043,2.8,4,1,1,2,0,0,0,0,0,0,0
62b8f7bb-94cd-482e-9006-0a9fc065c8de,8d74ecd8-e9e2-411b-8d07-368b233f264f,Michal Šefl,18169,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2044,2.8,19,3,3,6,12,0,0,0,0,0,0
864345fd-c67d-441e-8c8d-92f979af6e6a,8d74ecd8-e9e2-411b-8d07-368b233f264f,Michal Šefl,18169,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2018-2019,7804ca66-34b1-4095-8034-5cb06a5131e1,c7c0bb15-5d29-415d-851e-5d777c6cc2045,2.8,12,3,1,4,4,1,0,0,0,0,
f559d31a-d537-48e3-85c9-5f9d60cd3d6a,8d74ecd8-e9e2-411b-8d07-368b233f264f,Michal Šefl,18169,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2017-2018,4257a93f-0b15-495c-984d-8a6e842ea063,c7c0bb15-5d29-415d-851e-5d777c6cc2046,,5,1,2,3,2,,,,,,
4a12690d-22c3-4954-aa10-28886ecb6ef3,8d74ecd8-e9e2-411b-8d07-368b233f264f,Michal Šefl,18169,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2016-2017,ce57453d-3da0-4b5d-b5e7-422efbd89548,c7c0bb15-5d29-415d-851e-5d777c6cc2047,,,,,,,,,,,,
a03a2492-f244-4b88-a319-69af3b42a82c,92c6b607-90ec-45ff-a2e7-0e6c00bedc85,Martin Novák,18170,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2020-2021,4d4d51cc-02fe-45c6-ad8a-9e2b7aadfb5f,c7c0bb15-5d29-415d-851e-5d777c6cc2048,1.6,,,,,,,,,,,
68125049-d349-4f3d-88ca-514e6d594187,92c6b607-90ec-45ff-a2e7-0e6c00bedc85,Martin Novák,18170,Drink Team,e4aa0c68-3262-46a8-8844-a9754c008c57,2019-2020,dc6adc99-0bd8-4223-ba3f-b27ff43b30ac,c7c0bb15-5d29-415d-851e-5d777c6cc2049,1.6,,,,,,,,,,,
